author,comment,changed files,lines added,lines deleted,msg_len,buggy
230,94,1,6.0,6.0,86,0
327,84,1,4.0,0.0,55,0
87,105,0,0.0,0.0,50,0
48,84,2,50.0,1.0,23,1
385,97,0,0.0,0.0,63,0
589,97,2,22.0,12.0,63,0
319,84,4,6.0,6.0,93,0
319,21,1,5.0,1.0,62,1
435,84,4,184.0,19.0,34,1
87,105,0,0.0,0.0,50,0
87,84,1,3.0,2.0,51,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,50,0
329,97,1,2.0,7.0,49,1
328,84,1,19.0,6.0,36,1
276,84,2,44.0,0.0,48,0
329,97,2,19.0,5.0,43,0
467,0,1,11.0,0.0,32,0
327,84,1,6.0,0.0,51,0
149,84,1,1.0,1.0,38,0
328,84,2,5.0,2.0,36,0
604,84,2,2.0,1.0,56,0
77,84,2,41.0,1.0,36,1
149,84,1,1.0,0.0,35,0
228,84,1,9.0,5.0,73,0
319,84,1,5.0,1.0,76,0
475,84,1,19.0,6.0,57,1
58,84,1,1.0,1.0,61,0
291,0,1,194.0,28.0,32,0
579,84,1,5.0,1.0,54,0
328,84,1,10.0,0.0,32,0
436,97,11,265.0,68.0,45,1
319,84,2,59.0,0.0,59,0
276,84,1,2.0,0.0,51,0
357,84,1,1.0,1.0,31,0
328,84,1,1.0,1.0,36,0
149,84,1,5.0,6.0,60,1
276,84,2,135.0,7.0,40,1
86,84,1,1.0,1.0,59,0
385,84,0,0.0,0.0,75,0
587,84,1,8.0,2.0,75,0
587,84,1,17.0,12.0,79,0
328,84,1,1.0,1.0,27,0
328,84,1,1.0,0.0,27,0
87,84,1,1.0,1.0,56,0
328,84,1,1.0,1.0,33,1
276,84,3,15.0,1.0,67,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,53,0
477,84,2,6.0,1.0,53,0
328,84,2,5.0,2.0,33,1
328,84,2,8.0,2.0,38,0
327,84,1,4.0,0.0,55,0
484,84,2,7.0,8.0,86,0
573,84,2,31.0,12.0,55,1
87,105,0,0.0,0.0,55,0
276,84,2,40.0,1.0,46,0
291,84,2,2.0,2.0,37,0
87,105,0,0.0,0.0,50,0
240,84,1,11.0,1.0,32,0
319,84,1,2.0,1.0,58,0
319,84,1,2.0,1.0,64,0
319,84,1,2.0,0.0,51,0
87,84,2,4.0,4.0,75,0
87,105,0,0.0,0.0,55,0
228,84,1,3.0,0.0,46,0
118,84,1,2.0,2.0,66,0
328,84,1,3.0,1.0,39,0
276,94,1,2.0,3.0,52,1
604,96,1,3.0,3.0,50,0
276,84,3,100.0,15.0,45,0
228,84,1,45.0,1.0,39,0
181,84,1,6.0,1.0,48,0
319,84,1,2.0,1.0,66,0
276,89,4,31.0,4.0,62,0
579,84,3,12.0,17.0,45,0
276,89,1,4.0,4.0,62,0
85,84,1,1.0,0.0,48,0
87,105,0,0.0,0.0,55,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,50,0
87,84,1,1.0,1.0,66,1
328,84,1,1.0,1.0,24,0
228,84,1,1.0,0.0,57,0
328,84,2,4.0,4.0,36,0
87,105,0,0.0,0.0,50,0
118,84,2,32.0,1.0,72,0
573,90,8,233.0,105.0,70,1
87,84,1,3.0,2.0,69,0
301,84,1,1.0,0.0,48,0
87,105,0,0.0,0.0,53,0
328,84,1,4.0,0.0,45,1
276,84,1,2.0,0.0,47,0
319,84,1,1.0,1.0,44,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
240,84,1,1.0,1.0,31,0
328,84,1,2.0,2.0,48,0
227,84,2,3.0,14.0,55,0
328,84,1,1.0,1.0,43,0
200,0,1,9.0,0.0,31,0
285,84,1,4.0,0.0,49,0
544,84,1,2.0,1.0,61,0
285,1,1,1.0,0.0,39,0
319,84,2,3.0,1.0,68,0
568,84,1,3.0,0.0,52,0
604,84,1,1.0,1.0,82,1
319,84,1,1.0,1.0,78,0
328,84,2,35.0,2.0,33,1
329,43,1,18.0,9.0,33,1
228,84,2,14.0,2.0,56,1
328,90,1,1.0,1.0,38,0
319,21,1,2.0,0.0,50,0
233,0,1,11.0,0.0,24,0
579,84,1,1.0,1.0,44,0
475,71,1,2.0,0.0,40,0
549,84,1,4.0,0.0,50,0
549,0,1,11.0,0.0,29,0
559,84,1,3.0,0.0,37,0
147,1,1,3.0,0.0,43,0
484,30,1,2.0,2.0,65,0
217,84,1,1.0,1.0,50,0
6,21,1,5.0,0.0,46,0
1,84,2,46.0,2.0,54,0
276,84,1,2.0,0.0,59,0
29,94,1,13.0,17.0,61,0
87,94,1,2.0,2.0,34,0
87,105,0,0.0,0.0,50,0
387,84,3,140.0,2.0,62,1
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
266,84,1,3.0,2.0,51,0
319,84,2,56.0,1.0,54,0
319,84,1,1.0,1.0,60,0
87,97,1,20.0,2.0,41,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,50,0
276,84,1,1.0,0.0,45,0
387,84,2,16.0,1.0,62,0
328,84,1,1.0,1.0,35,0
291,0,4,257.0,498.0,52,1
357,84,1,3.0,0.0,41,0
432,84,2,15.0,15.0,66,0
432,84,1,7.0,3.0,60,1
87,84,1,1.0,1.0,42,1
165,84,1,6.0,1.0,43,0
51,84,1,3.0,1.0,47,0
118,84,1,4.0,4.0,74,0
328,84,1,1.0,1.0,30,0
165,84,1,5.0,0.0,45,0
228,84,1,1.0,1.0,67,0
165,84,1,6.0,9.0,44,1
388,84,1,7.0,1.0,38,0
328,84,3,17.0,0.0,27,0
228,84,2,66.0,1.0,51,1
579,84,2,2.0,2.0,66,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
154,0,1,18.0,0.0,32,0
240,84,1,8.0,2.0,49,0
195,96,1,2.0,2.0,65,0
387,84,1,18.0,42.0,64,0
51,84,1,1.0,1.0,53,0
238,84,1,1.0,1.0,38,0
276,84,1,2.0,1.0,76,0
228,84,1,5.0,1.0,54,0
20,84,1,1.0,1.0,45,0
20,0,1,15.0,0.0,39,0
327,84,1,4.0,1.0,47,0
87,105,0,0.0,0.0,50,0
373,84,2,37.0,10.0,53,0
228,84,3,143.0,2.0,65,0
385,97,0,0.0,0.0,56,0
479,97,1,4.0,4.0,71,0
479,97,1,10.0,10.0,62,0
479,96,2,38.0,79.0,43,0
479,97,2,1418.0,1418.0,56,0
110,84,1,4.0,3.0,47,0
291,0,29,1273.0,195.0,31,0
327,84,2,35.0,2.0,47,0
328,84,1,1.0,0.0,36,0
291,84,1,1.0,9.0,51,0
373,84,2,18.0,1.0,66,1
573,84,1,2.0,2.0,74,0
87,94,1,1.0,0.0,40,0
120,84,1,26.0,5.0,59,1
373,84,1,4.0,2.0,54,0
58,84,1,1.0,1.0,65,0
87,94,1,1.0,1.0,36,0
401,84,1,1.0,1.0,55,0
87,105,0,0.0,0.0,50,0
87,105,0,0.0,0.0,53,0
471,84,1,1.0,1.0,61,0
87,105,0,0.0,0.0,53,0
138,0,1,11.0,0.0,34,0
87,84,1,1.0,1.0,43,0
87,105,0,0.0,0.0,53,0
87,105,0,0.0,0.0,50,0
343,0,202,1250.0,1230.0,46,0
329,97,1,12.0,4.0,35,0
73,84,1,2.0,1.0,63,0
87,90,1,1.0,2.0,64,0
87,94,1,1.0,0.0,38,0
87,105,0,0.0,0.0,55,1
276,84,2,9.0,1.0,66,1
217,84,1,2.0,2.0,61,0
217,21,1,13.0,0.0,62,0
327,84,1,4.0,0.0,50,1
58,84,1,9.0,1.0,59,0
41,84,3,2.0,4.0,49,0
448,84,1,1.0,1.0,56,0
319,84,2,3.0,3.0,58,0
546,1,1,4.0,1.0,59,0
546,84,1,1.0,0.0,45,0
546,84,2,14.0,6.0,61,0
546,21,2,5.0,5.0,53,0
546,97,5,300.0,9.0,42,0
546,84,3,3.0,3.0,32,0
546,84,1,64.0,1.0,46,1
232,84,1,6.0,1.0,36,0
448,84,1,2.0,2.0,55,0
328,84,1,4.0,4.0,30,1
291,0,55,1152.0,490.0,31,1
470,97,2,59.0,0.0,29,1
276,84,3,15.0,0.0,44,1
428,21,1,1.0,1.0,51,0
17,84,2,15.0,1.0,62,0
385,0,0,0.0,0.0,50,0
1,84,2,4.0,9.0,59,1
1,84,1,17.0,0.0,63,0
1,84,2,72.0,3.0,49,0
1,61,2,79.0,11.0,51,0
1,84,1,4.0,1.0,50,0
1,94,1,17.0,5.0,41,0
291,84,1,3.0,0.0,42,0
291,21,1,1.0,1.0,51,0
595,0,1,11.0,0.0,37,0
573,84,1,1.0,1.0,34,0
248,0,1,11.0,0.0,37,0
129,0,1,9.0,0.0,30,0
240,84,1,1.0,0.0,56,0
328,84,1,1.0,1.0,26,0
328,84,1,20.0,5.0,33,0
276,61,2,97.0,0.0,64,0
178,21,1,24.0,11.0,63,0
87,84,1,1.0,0.0,60,0
87,105,0,0.0,0.0,55,0
87,71,1,7.0,4.0,44,1
360,84,1,1.0,1.0,57,0
479,84,1,2.0,2.0,37,0
228,84,2,13.0,5.0,70,0
327,84,2,8.0,1.0,37,0
387,84,1,3.0,3.0,63,1
319,84,1,2.0,1.0,55,0
17,84,1,6.0,0.0,53,0
228,96,1,1.0,1.0,60,0
291,37,6,68.0,0.0,44,0
291,84,1,3.0,0.0,52,0
87,84,2,30.0,0.0,47,0
228,84,1,1.0,1.0,54,0
58,84,2,3.0,3.0,69,0
58,21,1,2.0,2.0,68,0
276,84,2,348.0,8.0,53,1
357,84,5,44.0,42.0,22,1
357,61,1,13.0,12.0,60,1
228,84,1,5.0,5.0,53,1
579,84,1,4.0,0.0,49,0
207,84,1,4.0,0.0,48,0
573,84,1,2.0,2.0,53,0
432,21,3,25.0,4.0,56,1
432,84,3,59.0,0.0,55,1
432,84,1,8.0,8.0,69,0
432,42,3,24.0,0.0,57,0
432,84,1,3.0,0.0,52,0
373,84,1,41.0,31.0,42,0
327,84,1,1.0,1.0,43,0
479,84,1,3.0,3.0,68,0
200,0,1,9.0,0.0,32,0
327,84,4,21.0,10.0,49,0
432,84,3,11.0,5.0,65,0
432,84,5,56.0,4.0,67,1
319,84,1,1.0,1.0,54,0
327,84,3,35.0,0.0,43,1
327,84,1,3.0,3.0,49,0
232,97,2,29.0,3.0,44,0
387,84,5,5.0,0.0,67,0
389,42,1,2.0,3.0,63,0
357,84,1,7.0,2.0,48,0
328,84,1,1.0,1.0,37,0
319,84,1,5.0,2.0,34,0
266,84,1,1.0,1.0,62,0
266,84,1,4.0,1.0,54,1
266,97,1,3.0,2.0,72,1
387,84,4,6.0,2.0,68,0
367,84,2,41.0,1.0,48,0
328,0,1,40.0,0.0,43,0
475,84,4,11.0,9.0,53,1
475,84,1,2.0,2.0,58,0
328,84,2,2.0,1.0,44,0
328,84,2,29.0,3.0,42,0
328,84,2,18.0,0.0,33,0
228,84,3,37.0,2.0,60,0
228,84,1,1.0,0.0,63,0
460,72,1,1.0,0.0,42,0
328,84,1,2.0,1.0,31,0
291,84,1,10.0,0.0,57,0
615,0,1,9.0,0.0,22,0
87,105,0,0.0,0.0,55,0
328,84,2,4.0,2.0,47,0
240,84,1,8.0,2.0,50,1
387,84,1,1.0,1.0,68,0
387,84,2,10.0,1.0,60,1
44,84,3,2.0,8.0,52,0
86,84,1,2.0,0.0,62,0
87,84,1,1.0,1.0,44,1
87,105,0,0.0,0.0,55,0
319,84,1,1.0,0.0,61,0
448,84,1,8.0,6.0,34,1
240,84,6,37.0,5.0,32,1
328,84,4,17.0,1.0,37,0
240,84,1,1.0,0.0,48,0
428,84,1,2.0,1.0,43,0
432,84,0,0.0,0.0,37,0
383,84,2,86.0,75.0,49,0
327,84,4,36.0,17.0,45,0
87,84,2,10.0,2.0,62,0
329,97,1,6.0,6.0,40,0
579,84,1,13.0,0.0,70,0
327,84,1,1.0,1.0,48,0
358,84,1,1.0,3.0,44,0
266,84,1,1.0,1.0,75,0
480,84,1,1.0,1.0,37,0
328,84,1,2.0,2.0,46,0
328,84,2,8.0,1.0,27,0
217,84,1,3.0,2.0,43,0
217,84,2,3.0,2.0,38,0
319,84,1,1.0,0.0,62,0
60,0,1,11.0,0.0,25,0
475,30,4,36.0,4.0,54,1
559,21,6,32.0,29.0,73,0
547,84,2,22.0,0.0,41,0
484,84,1,1.0,0.0,70,0
291,84,1,1.0,0.0,57,0
100,0,1,11.0,0.0,30,0
17,84,2,56.0,19.0,66,1
118,84,1,1.0,1.0,81,0
319,84,2,2.0,1.0,70,0
319,84,1,2.0,0.0,56,0
172,0,1,2.0,4.0,58,0
432,94,1,1.0,1.0,71,0
432,94,1,5.0,5.0,71,1
438,84,3,28.0,6.0,73,0
110,97,1,1.0,1.0,54,0
118,97,1,2.0,2.0,55,0
118,84,1,2.0,2.0,61,0
276,84,1,3.0,3.0,54,0
471,84,2,2.0,2.0,69,0
343,0,93,1591.0,1043.0,46,0
319,84,1,1.0,1.0,42,0
25,84,1,1.0,1.0,62,1
22,0,1,11.0,0.0,33,0
343,0,115,1088.0,855.0,46,0
573,84,2,14.0,8.0,65,0
357,84,1,1.0,1.0,67,0
357,84,1,2.0,1.0,47,0
103,0,1,9.0,0.0,19,0
505,0,1,11.0,0.0,24,0
301,0,1,25.0,0.0,44,0
293,0,1,15.0,0.0,34,0
547,84,2,62.0,5.0,40,0
573,97,1,7.0,7.0,36,0
479,84,1,2.0,2.0,68,0
482,76,1,8.0,8.0,47,1
290,84,2,63.0,1.0,62,1
17,84,3,121.0,30.0,58,0
532,84,1,5.0,2.0,64,0
319,61,1,6.0,4.0,51,0
44,84,1,2.0,2.0,64,1
328,61,2,23.0,0.0,55,0
118,97,2,40.0,37.0,55,0
118,97,2,24.0,31.0,78,0
373,84,2,147.0,0.0,41,1
432,84,3,4.0,0.0,56,0
479,84,1,1.0,0.0,67,0
389,21,1,3.0,3.0,48,0
279,21,8,25.0,22.0,47,1
266,84,2,19.0,1.0,59,0
319,21,1,92.0,0.0,70,1
357,84,1,3.0,0.0,57,0
428,84,1,1.0,1.0,59,0
328,84,1,2.0,2.0,47,1
328,84,1,2.0,1.0,44,0
328,84,1,2.0,0.0,34,0
328,84,1,1.0,1.0,32,1
423,0,1,220.0,54.0,32,0
34,84,1,4.0,1.0,47,1
118,97,2,24.0,3.0,54,1
334,43,1,4.0,4.0,62,0
604,97,7,52.0,1.0,50,1
257,85,1,1.0,0.0,25,0
187,97,3,12.0,4.0,58,0
438,84,2,6.0,6.0,65,0
334,97,1,2.0,0.0,41,0
428,97,2,2.0,2.0,40,0
349,84,1,1.0,2.0,59,0
49,84,2,18.0,1.0,49,0
95,84,1,2.0,2.0,63,0
80,84,2,41.0,2.0,56,0
343,0,132,3546.0,2208.0,46,0
26,84,2,52.0,0.0,48,0
91,0,1,11.0,0.0,40,0
91,84,1,1.0,1.0,51,0
281,84,1,1.0,1.0,35,0
232,21,3,28.0,84.0,55,0
533,84,1,2.0,2.0,58,0
428,84,1,1.0,1.0,49,0
276,94,1,3.0,0.0,36,0
328,84,1,4.0,1.0,42,0
228,84,2,3.0,3.0,67,0
327,84,2,21.0,0.0,64,0
170,84,1,36.0,36.0,42,0
29,84,1,21.0,0.0,28,0
279,84,1,6.0,1.0,63,0
486,100,6,46.0,10.0,49,0
170,84,1,1.0,0.0,70,0
228,84,2,14.0,2.0,64,0
389,84,1,1.0,1.0,30,0
212,84,1,10.0,0.0,53,0
533,84,1,3.0,1.0,51,0
110,90,1,2.0,2.0,69,0
380,97,1,2.0,0.0,49,0
328,84,1,2.0,0.0,33,0
579,84,1,28.0,11.0,72,0
120,84,1,7.0,1.0,55,0
328,84,1,14.0,1.0,47,0
141,84,1,25.0,0.0,43,0
141,97,1,25.0,3.0,83,0
98,84,1,1.0,1.0,63,0
98,1,1,1.0,0.0,42,0
57,84,1,1.0,1.0,45,0
57,0,1,11.0,0.0,38,0
33,84,1,1.0,1.0,42,0
343,0,249,2773.0,1765.0,46,0
330,84,2,7.0,4.0,45,0
502,84,2,6.0,5.0,67,0
327,84,2,35.0,4.0,57,0
153,0,1,11.0,0.0,28,0
470,84,1,1.0,1.0,41,0
170,84,1,2.0,0.0,40,1
220,84,1,2.0,2.0,59,0
327,84,2,5.0,2.0,62,0
269,84,1,2.0,1.0,51,0
269,0,1,9.0,0.0,29,0
475,84,1,8.0,1.0,35,0
535,84,1,1.0,1.0,62,0
535,84,1,13.0,6.0,53,0
291,76,1,5.0,0.0,32,0
533,0,1,2.0,1.0,60,0
356,84,2,4.0,0.0,51,0
328,84,1,1.0,1.0,42,0
170,96,2,3.0,6.0,69,0
328,90,2,10.0,1.0,36,0
145,0,1,11.0,0.0,35,0
328,84,1,2.0,1.0,37,0
113,84,1,1.0,1.0,61,0
491,96,1,1.0,1.0,62,0
10,84,1,3.0,2.0,69,0
328,84,1,4.0,1.0,37,0
51,84,2,44.0,1.0,47,0
319,21,1,3.0,1.0,56,0
343,0,270,11111.0,2118.0,46,0
399,84,2,45.0,21.0,69,0
299,84,1,2.0,1.0,72,0
212,84,1,4.0,5.0,54,0
328,84,1,1.0,1.0,41,0
26,21,1,1.0,0.0,48,0
212,84,2,26.0,4.0,45,0
329,97,1,10.0,11.0,55,0
328,84,1,4.0,4.0,35,0
291,103,1,1.0,1.0,44,0
291,0,1,152.0,9.0,37,0
461,84,1,11.0,7.0,31,0
481,36,1,1.0,0.0,48,0
258,84,1,2.0,1.0,48,0
258,0,1,11.0,0.0,32,0
327,84,1,1.0,1.0,43,0
170,96,7,226.0,3.0,63,1
319,84,1,2.0,2.0,56,0
475,84,1,7.0,1.0,72,0
579,84,2,10.0,7.0,38,0
170,84,1,1.0,1.0,75,0
120,84,1,3.0,2.0,52,0
241,84,15,62.0,57.0,34,0
319,84,1,1.0,1.0,54,0
319,84,5,10.0,127.0,18,0
26,84,1,1.0,1.0,46,0
343,0,270,2347.0,1738.0,46,0
232,0,1,12.0,9.0,72,0
579,84,2,5.0,1.0,56,0
328,84,1,1.0,1.0,52,0
491,84,1,1.0,1.0,69,0
604,96,2,2.0,2.0,67,0
319,84,5,127.0,10.0,79,0
328,84,1,2.0,1.0,38,0
328,84,1,2.0,1.0,37,0
95,42,2,16.0,16.0,47,0
535,84,1,77.0,25.0,62,0
17,84,2,8.0,1.0,61,0
328,84,3,27.0,1.0,36,1
353,84,1,1.0,1.0,40,0
328,84,1,1.0,1.0,43,0
373,84,1,9.0,7.0,54,0
330,84,2,11.0,11.0,79,0
327,84,1,1.0,1.0,49,0
461,84,1,1.0,1.0,69,0
328,84,2,2.0,6.0,42,0
311,84,1,2.0,0.0,49,0
328,84,1,2.0,1.0,26,0
328,84,1,1.0,0.0,47,0
341,1,16,946.0,0.0,47,0
319,27,2,80.0,0.0,35,0
144,84,1,1.0,1.0,53,0
328,61,1,1.0,1.0,48,0
581,21,1,1.0,1.0,43,0
26,84,1,7.0,7.0,56,0
95,84,1,13.0,7.0,67,0
212,84,2,6.0,3.0,56,0
438,84,3,2.0,61.0,72,0
170,84,1,1.0,1.0,66,0
319,0,1,36.0,1.0,32,0
319,84,1,27.0,15.0,53,0
319,84,1,17.0,17.0,55,0
328,84,2,3.0,1.0,28,0
170,84,1,3.0,3.0,56,0
319,84,2,23.0,1.0,71,0
470,97,1,1.0,1.0,34,0
328,84,1,8.0,1.0,35,0
170,96,1,1.0,1.0,65,0
470,94,1,29.0,3.0,21,0
328,84,1,2.0,1.0,23,0
170,96,1,1.0,0.0,48,0
327,84,1,1.0,1.0,44,0
149,76,1,16.0,1.0,42,0
327,84,2,2.0,0.0,51,0
228,97,1,10.0,0.0,57,0
94,0,1,11.0,0.0,29,0
328,84,1,1.0,0.0,25,0
328,84,1,9.0,6.0,47,0
591,76,1,2.0,0.0,46,0
591,84,1,5.0,7.0,42,0
327,84,2,21.0,0.0,55,0
315,84,1,1.0,1.0,80,0
513,0,3,208.0,20.0,84,0
170,84,4,24.0,6.0,56,0
182,1,9,298.0,0.0,50,0
520,84,1,2.0,1.0,43,0
327,84,1,1.0,0.0,48,0
327,84,1,5.0,1.0,53,0
538,84,1,1.0,1.0,50,0
291,0,1,22.0,17.0,41,0
77,97,1,1.0,1.0,62,0
373,84,1,13.0,4.0,63,0
328,84,2,2.0,1.0,31,0
525,84,1,1.0,1.0,33,0
491,84,1,5.0,5.0,62,0
491,84,1,1.0,1.0,83,0
556,84,1,1.0,0.0,62,0
120,84,1,1.0,0.0,61,0
328,84,3,10.0,6.0,30,0
538,84,2,2.0,2.0,46,0
311,84,1,2.0,0.0,51,0
26,84,1,1.0,1.0,51,0
470,84,2,38.0,1.0,34,0
538,84,2,22.0,9.0,37,0
583,84,3,16.0,3.0,40,0
252,97,2,13.0,1.0,50,0
532,84,3,12.0,3.0,53,0
170,84,1,1.0,1.0,50,0
217,84,1,1.0,1.0,56,0
61,84,1,2.0,2.0,55,0
61,84,1,2.0,2.0,45,0
328,84,1,3.0,1.0,37,0
170,84,1,14.0,3.0,50,0
1,84,2,62.0,2.0,56,0
295,84,2,132.0,2.0,65,0
291,21,1,2.0,1.0,44,0
217,84,5,77.0,9.0,49,0
513,96,1,4.0,2.0,52,0
26,84,1,1.0,1.0,43,0
538,84,1,1.0,1.0,56,0
291,84,2,14.0,5.0,45,0
538,96,1,3.0,2.0,44,1
170,84,2,2.0,0.0,45,0
373,84,1,3.0,0.0,51,0
579,84,1,1.0,0.0,54,0
538,84,2,9.0,1.0,63,0
328,84,1,8.0,1.0,39,0
327,61,2,14.0,1.0,44,0
327,61,2,2.0,2.0,56,0
228,84,1,2.0,0.0,64,0
559,84,1,1.0,1.0,70,0
170,84,1,1.0,1.0,34,0
327,84,2,104.0,3.0,55,0
291,0,35,1119.0,260.0,34,1
538,96,2,16.0,9.0,57,0
513,84,2,41.0,1.0,47,0
291,84,2,52.0,20.0,53,0
559,84,1,1.0,1.0,67,0
470,84,2,28.0,1.0,42,0
328,84,1,4.0,4.0,29,0
563,84,1,16.0,2.0,62,0
170,84,1,2.0,0.0,37,0
170,84,1,1.0,0.0,74,0
157,84,1,1.0,1.0,48,0
538,84,1,2.0,0.0,58,0
86,84,1,1.0,1.0,57,0
285,84,1,4.0,1.0,47,1
538,84,2,9.0,3.0,37,0
252,84,1,6.0,0.0,49,0
428,84,1,1.0,1.0,61,0
471,84,1,2.0,1.0,51,1
343,0,258,2974.0,2065.0,46,0
26,84,1,3.0,0.0,51,0
471,84,1,5.0,3.0,62,0
86,34,2,39.0,0.0,58,0
538,84,1,2.0,2.0,67,0
559,84,1,1.0,1.0,42,0
328,84,1,26.0,3.0,38,0
95,84,2,2.0,0.0,54,0
538,84,1,3.0,0.0,33,0
51,84,1,3.0,1.0,53,0
357,61,2,3.0,2.0,48,0
26,84,1,6.0,0.0,41,0
513,84,2,77.0,1.0,70,0
538,84,1,15.0,3.0,50,0
538,84,1,1.0,0.0,56,0
321,18,1,14.0,1.0,54,0
328,84,1,1.0,2.0,37,0
228,84,2,12.0,8.0,51,0
275,84,1,1.0,1.0,46,0
538,84,1,1.0,1.0,67,0
319,84,1,5.0,1.0,63,0
538,84,1,4.0,1.0,52,0
475,84,2,0.0,0.0,43,0
538,84,1,6.0,1.0,38,0
538,84,1,1.0,1.0,41,0
241,94,1,3.0,0.0,37,0
26,21,1,1.0,1.0,52,0
475,84,1,19.0,10.0,39,0
95,84,3,66.0,26.0,56,0
26,21,1,3.0,3.0,44,0
281,84,1,1.0,0.0,42,0
343,0,256,3327.0,1586.0,46,0
319,84,1,2.0,2.0,55,0
328,84,1,2.0,2.0,43,0
328,84,3,4.0,3.0,41,0
276,84,3,562.0,37.0,64,1
513,84,2,11.0,4.0,57,0
26,84,1,8.0,4.0,59,0
228,84,7,7.0,7.0,38,0
170,96,1,1.0,0.0,48,0
559,71,1,5.0,4.0,39,0
579,84,1,1.0,1.0,59,0
579,84,1,15.0,2.0,69,0
276,84,4,19.0,2.0,40,0
228,96,1,1.0,1.0,59,0
228,84,1,15.0,3.0,63,0
476,84,2,1.0,86.0,47,0
538,89,1,3.0,2.0,36,0
196,1,3,129.0,5.0,88,0
26,84,3,15.0,1.0,58,0
476,84,1,9.0,0.0,68,0
291,84,1,1.0,1.0,34,0
475,84,4,85.0,2.0,38,0
328,84,2,19.0,4.0,56,0
170,84,2,64.0,7.0,48,0
170,84,1,1.0,1.0,63,0
276,84,2,64.0,7.0,52,0
321,0,1,11.0,0.0,29,0
380,84,1,1.0,1.0,41,0
461,76,2,13.0,4.0,31,0
461,76,1,39.0,27.0,52,0
461,76,3,43.0,43.0,54,0
461,76,1,15.0,3.0,38,0
461,71,17,306.0,0.0,36,0
475,84,1,15.0,1.0,53,0
228,84,1,2.0,1.0,64,0
538,84,1,1.0,1.0,64,0
328,84,1,40.0,25.0,25,0
471,84,1,1.0,1.0,43,0
498,84,1,21.0,21.0,46,0
333,84,1,1.0,1.0,47,0
484,84,1,1.0,1.0,35,0
513,84,1,2.0,1.0,64,0
538,84,1,17.0,7.0,41,0
276,84,2,9.0,3.0,53,0
291,84,1,1.0,1.0,37,0
86,84,1,1.0,1.0,46,0
579,84,1,29.0,2.0,49,0
538,84,2,44.0,1.0,38,0
387,84,1,13.0,3.0,65,0
390,84,2,2.0,3.0,52,0
86,0,5,457.0,423.0,45,0
207,84,2,33.0,4.0,67,0
579,84,1,3.0,4.0,55,0
525,84,1,10.0,7.0,61,0
236,0,1,15.0,0.0,40,0
244,84,1,2.0,2.0,30,0
95,84,1,1.0,1.0,36,0
118,84,1,3.0,0.0,57,0
387,94,1,1.0,1.0,67,0
34,1,17,4458.0,0.0,30,0
144,84,1,2.0,2.0,79,0
276,84,2,11.0,2.0,65,0
276,84,2,141.0,4.0,42,0
513,84,2,49.0,2.0,48,0
281,84,1,1.0,1.0,42,0
155,0,0,0.0,0.0,0,0
468,0,1,0.0,0.0,1,0
538,84,1,1.0,1.0,56,0
291,84,1,1.0,1.0,45,0
347,84,4,43.0,25.0,53,0
241,84,2,21.0,10.0,49,0
276,84,2,30.0,1.0,72,0
328,84,1,1.0,1.0,38,0
86,84,1,1.0,0.0,55,0
217,84,12,21.0,18.0,50,0
518,84,2,3.0,1.0,42,0
152,84,1,4.0,1.0,52,0
416,84,2,38.0,2.0,36,0
579,84,4,20.0,7.0,65,1
579,84,1,1.0,1.0,68,0
513,21,1,1.0,1.0,52,0
232,84,1,1.0,1.0,54,0
513,84,1,8.0,2.0,57,0
513,84,1,23.0,9.0,71,0
29,84,2,21.0,1.0,69,0
276,84,1,20.0,5.0,55,0
122,21,1,5.0,1.0,59,0
122,0,1,11.0,0.0,35,0
461,84,1,3.0,3.0,67,0
276,84,1,2.0,1.0,44,0
228,96,1,1.0,1.0,44,0
152,84,3,42.0,2.0,79,0
319,84,2,8.0,20.0,46,0
319,10,1,6.0,5.0,49,0
152,84,1,3.0,3.0,79,0
328,84,1,13.0,0.0,43,0
170,84,1,6.0,0.0,50,0
31,84,1,13.0,0.0,49,0
510,84,1,1.0,1.0,50,0
510,84,1,1.0,1.0,70,0
510,84,1,3.0,1.0,46,0
319,84,1,3.0,3.0,70,0
28,84,2,20.0,0.0,49,0
387,84,1,1.0,1.0,64,0
26,84,2,14.0,2.0,53,0
276,84,1,6.0,2.0,46,0
228,84,1,4.0,2.0,38,0
387,84,1,1.0,1.0,64,0
513,84,2,59.0,0.0,37,0
311,85,1,1.0,1.0,45,0
149,72,1,3.0,6.0,47,0
423,84,1,3.0,6.0,55,0
117,97,3,11.0,3.0,40,0
513,0,1,9.0,6.0,37,0
559,84,1,1.0,0.0,103,0
